FlowCell Text Data File: 190706_sample5_265.csv
Software Version: 1.46A
Date: 2019-07-06
Time: 15:43:50
User: culviner

Experiment name: 070619_cold_ribosome_gradients

*** CENTRIFUGE SETTINGS ***
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 35 rpm
Gradient: sucrose 5.0% to 20.0% v/v
Time: 4 hours
w2t:  x 10^0
Number of Tubes: 6
Sample Volume: .3 ml
Temperature: 4.0 deg C

*** FRACTIONATION SETTINGS ***
Volume displaced/mm: 0.143 ml/mm
Tubing length: 290 mm
Total Dead Volume (= last fraction): 0.299 ml
Scan Speed: 0.20 mm/sec
Total Distance: 78.3 mm
Upper Limit to Slow-down Distance: 43.90 mm
Start mode: Slow-down distance
Fail-safe Distance (M): 0 mm
Number of fractions: 14
Distance/fraction: 5.59 mm
Volume/fraction: 0.797 ml
Data Samples/mm: 25.00

*** SCANNING SETTINGS ***
Scanning mode: DUAL UV OD
Channel A (LED1) Wavelength: 260 nm
Channel B (LED2) Wavelength: 280 nm
Sensitivity: 0
Integration time: 200 ms
LED1 (260 nm) On Time: 8 ms
PD2 (280 nm) On Time: 4 ms
Sample A Zero: 633808
Source A Zero: 55987.2
Sample B Zero: 908300.5
Source B Zero: 75739.4

Data Columns:
SampleA, SourceA, SampleB, SourceB, Position, AbsA, AbsB, ratioA/B, Fraction Number, Fraction Volume (ml)
416475, 55871, 580076, 75668, 0.00, 0.854953, 0.901929, 0.947916, , 
414712, 55890, 581378, 75668, 0.00, 0.864329, 0.897410, 0.963137, , 
414635, 55889, 581538, 75627, 0.02, 0.864672, 0.895763, 0.965291, , 
414121, 55873, 581884, 75670, 0.06, 0.866624, 0.895710, 0.967528, , 
413062, 55904, 582302, 75635, 0.11, 0.872998, 0.893330, 0.977241, , 
413171, 55896, 582493, 75655, 0.14, 0.872166, 0.893202, 0.976449, , 
413145, 55899, 582743, 75653, 0.19, 0.872404, 0.892283, 0.977721, , 
413095, 55888, 582955, 75666, 0.23, 0.872249, 0.891897, 0.977971, , 
413221, 55896, 583016, 75660, 0.27, 0.871918, 0.891526, 0.978006, , 
413246, 55916, 582982, 75648, 0.31, 0.872526, 0.891324, 0.978911, , 
413191, 55891, 582927, 75673, 0.35, 0.871884, 0.892180, 0.977251, , 
413014, 55880, 582895, 75660, 0.39, 0.872357, 0.891944, 0.978040, , 
412779, 55844, 582654, 75657, 0.43, 0.872203, 0.892698, 0.977042, , 
412769, 55839, 582584, 75665, 0.46, 0.872070, 0.893153, 0.976394, , 
412856, 55862, 582582, 75656, 0.51, 0.872481, 0.892920, 0.977110, , 
412956, 55862, 582741, 75706, 0.55, 0.871986, 0.893702, 0.975701, , 
412961, 55869, 582747, 75693, 0.59, 0.872217, 0.893335, 0.976361, , 
